CUSTOMER_ID,LAST_NAME,FIRST_NAME,CONTACT_PH_NUM,CONTACT_EMAIL,FlightNumber,Seat,InventoryId,Dep_Key,AircraftType,DepartureDateTime,ArrivalDateTime,DepartureAirport,ArrivalAirport,Passenger_Rating,Flight_Rating,Flight_Quality_Grade
OFW1963,Hall,James,(706) 907-7098,jameshall3@example.com,2223.0,D39,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2400,250,A
TBG4346,Mahal,Hrishita,(644) 970-9185,hrishitamahal2@example.com,2223.0,C1,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4400,250,A
TMT2099,Richards,Manuel,(967) 962-4299,manuelrichards9@example.com,2223.0,C36,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,3200,250,A
ZJV0198,Clark,Crystal,(972) 595-7307,crystalclark1@example.com,2223.0,B15,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,3700,250,A
NKY9161,Woods,Aaron,(458) 375-9296,aaronwoods3@example.com,2223.0,D6,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4100,250,A
VGE4204,Harris,Sandra,(593) 267-3833,sandraharris7@example.com,2223.0,C39,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,5100,250,A
ALI9308,Phillips,Amy,(667) 617-7530,amyphillips4@example.com,2223.0,C34,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,5000,250,A
FGW1080,Barad,Hiran,(937) 398-7122,hiranbarad3@example.com,2223.0,A26,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2800,250,A
HRK5602,Lee,Vincent,(541) 220-2552,vincentlee5@example.com,2223.0,C24,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4800,250,A
WIS5039,Ramakrishnan,Romil,(178) 682-2620,romilramakrishnan3@example.com,2223.0,B14,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,3300,250,A
RQC3060,Comar,Mishti,(830) 128-4687,mishticomar1@example.com,2223.0,A31,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,3000,250,A
LDB7231,Ray,Anya,(400) 381-2386,anyaray3@example.com,2223.0,A16,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4400,250,A
YZJ7395,Ganguly,Lagan,(806) 374-1332,laganganguly7@example.com,2223.0,C41,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,5300,250,A
NSF9760,Palmer,Eric,(990) 946-1444,ericpalmer6@example.com,2223.0,C9,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4600,250,A
NOO7909,Martin,Emily,(555) 492-9271,emilymartin2@example.com,2223.0,D56,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2800,250,A
PSW7891,Sani,Anika,(523) 165-2416,anikasani1@example.com,2223.0,D30,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4500,250,A
WZZ6799,Thompson,Anthony,(232) 778-2930,anthonythompson3@example.com,2223.0,A10,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4300,250,A
CNV3067,Wilson,Teresa,(317) 545-2058,teresawilson5@example.com,2223.0,C27,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,3000,250,A
YXZ1286,Basu,Zoya,(691) 655-9207,zoyabasu7@example.com,2223.0,D58,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,5000,250,A
QZU3772,Park,Michael,(833) 484-2209,michaelpark3@example.com,2223.0,C35,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,5000,250,A
QMT9577,Walker,Chelsea,(702) 227-4974,chelseawalker1@example.com,2223.0,D50,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2700,250,A
RVL5316,Srivastava,Prerak,(274) 241-3286,preraksrivastava2@example.com,2223.0,C1,INV-ZZ-2774494,ZZ20240505AMDHYD2223.0,Boeing 777,2024-05-05 10:52:00,2024-05-05 19:30:00,AMD,HYD,2500,250,A
OUE7451,Sabharwal,Khushi,(512) 488-8735,khushisabharwal4@example.com,2223.0,C25,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4800,250,A
UFO3688,Jimenez,John,(337) 725-2654,johnjimenez5@example.com,2223.0,C39,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,3300,250,A
OUP0499,Lawrence,Laura,(588) 311-7960,lauralawrence6@example.com,2223.0,C36,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,5100,250,A
MBH9315,Korpal,Darshit,(368) 666-4027,darshitkorpal8@example.com,2223.0,C7,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4500,250,A
KRJ2949,Hari,Stuvan,(674) 929-4333,stuvanhari2@example.com,2223.0,D76,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,3300,250,A
GNB4853,Lee,Matthew,(779) 586-8264,matthewlee1@example.com,2223.0,D52,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4800,250,A
AQR8720,Maddox,Kelly,(362) 842-2398,kellymaddox1@example.com,2223.0,C49,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,4300,250,A
TBD4815,Navarro,Leslie,(443) 814-3087,leslienavarro1@example.com,2223.0,C23,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4800,250,A
DDB3378,Edwin,Lavanya,(574) 915-6063,lavanyaedwin3@example.com,2223.0,C23,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2700,250,A
IRO3749,Garcia,William,(109) 954-9935,williamgarcia1@example.com,2223.0,B7,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4800,250,A
EJJ0710,Trivedi,Hridaan,(260) 461-8868,hridaantrivedi2@example.com,2223.0,A25,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2800,250,A
QLQ2315,Trivedi,Samiha,(261) 341-1399,samihatrivedi5@example.com,2223.0,D42,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4600,250,A
QZA9338,Thompson,Elizabeth,(597) 435-2931,elizabeththompson3@example.com,2223.0,B1,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4500,250,A
CVD7279,Williams,Carl,(777) 534-7522,carlwilliams4@example.com,2223.0,D31,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4500,250,A
MKJ9979,Zachariah,Farhan,(331) 583-7448,farhanzachariah3@example.com,2223.0,A20,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4500,250,A
ETQ1844,Dewan,Farhan,(810) 990-4728,farhandewan1@example.com,2223.0,D17,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4400,250,A
IBD6490,Dash,Jayant,(798) 819-5239,jayantdash1@example.com,2223.0,A35,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2900,250,A
FVU8674,Jenkins,Anthony,(880) 414-3600,anthonyjenkins3@example.com,2223.0,D42,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2500,250,A
DIC9026,Miranda,Larry,(706) 600-2045,larrymiranda5@example.com,2223.0,D21,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4500,250,A
BFV9125,White,Madison,(962) 212-1368,madisonwhite8@example.com,2223.0,C42,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,3400,250,A
HHM5642,Dunn,Megan,(525) 833-5665,megandunn1@example.com,2223.0,D47,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2700,250,A
ODK7964,Alexander,Gregory,(290) 992-7726,gregoryalexander5@example.com,2223.0,D46,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2700,250,A
KGD2181,Dubey,Vanya,(966) 572-5432,vanyadubey7@example.com,2223.0,D65,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,3000,250,A
LCX6791,Gregory,Thomas,(498) 977-8777,thomasgregory3@example.com,2223.0,A11,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4300,250,A
YDX7612,Dalal,Vivaan,(554) 484-1563,vivaandalal3@example.com,2223.0,D16,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4400,250,A
LJL3543,Zacharia,Shamik,(827) 849-9480,shamikzacharia9@example.com,2223.0,C41,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,3400,250,A
AJA7615,Rogers,Stacy,(295) 558-1087,stacyrogers6@example.com,2223.0,C31,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,3100,250,A
UWT0750,Woods,Jamie,(366) 260-1302,jamiewoods3@example.com,2223.0,C4,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4700,250,A
QEY5980,Haley,Tonya,(867) 742-4576,tonyahaley7@example.com,2223.0,C20,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4700,250,A
AHC7182,Greene,Jonathan,(998) 937-2155,jonathangreene1@example.com,2223.0,C50,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,4300,250,A
ZIM3075,Richardson,Roy,(432) 524-7580,royrichardson3@example.com,2223.0,D2,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,3800,250,A
PPC0528,Chawla,Vaibhav,(535) 836-9372,vaibhavchawla2@example.com,2223.0,A9,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4200,250,A
WSU4023,Coffey,Dylan,(845) 874-5477,dylancoffey1@example.com,2223.0,D60,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,5000,250,A
AMM2826,Randall,Mark,(419) 215-6916,markrandall1@example.com,2223.0,A17,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2000,250,A
LIK1184,Williamson,Anthony,(972) 743-8414,anthonywilliamson1@example.com,2223.0,C21,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,5000,250,A
BVT2835,Agate,Lagan,(143) 492-4175,laganagate3@example.com,2223.0,D13,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4300,250,A
RDA5956,Singleton,Paul,(422) 877-4324,paulsingleton4@example.com,2223.0,C27,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4900,250,A
FUU6017,Chaudry,Rania,(111) 515-4353,raniachaudry3@example.com,2223.0,C47,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,4100,250,A
LPO6034,Baker,William,(868) 494-9976,williambaker1@example.com,2223.0,A6,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4100,250,A
YIG9910,Moore,Misty,(824) 124-3458,mistymoore9@example.com,2223.0,C30,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,3100,250,A
DPY7818,Carter,Donna,(534) 637-2930,donnacarter2@example.com,2223.0,C21,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2500,250,A
EIV6296,Hughes,Michael,(707) 855-8192,michaelhughes1@example.com,2223.0,C22,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2900,250,A
SUH0920,Reed,Alison,(432) 321-1614,alisonreed1@example.com,2223.0,A18,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2000,250,A
CPO9795,Jackson,Clarence,(362) 757-9202,clarencejackson1@example.com,2223.0,D7,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4100,250,A
FWB6949,Russell,Richard,(921) 288-8877,richardrussell2@example.com,2223.0,B12,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4900,250,A
DGO4123,Hess,Jennifer,(369) 306-6031,jenniferhess1@example.com,2223.0,A25,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4600,250,A
TNE3193,Hernandez,Michael,(359) 992-2667,michaelhernandez3@example.com,2223.0,A5,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4100,250,A
WSY1648,Sarna,Pihu,(115) 890-4099,pihusarna2@example.com,2223.0,D74,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,3200,250,A
JIB2799,Sundaram,Jhanvi,(284) 125-5652,jhanvisundaram2@example.com,2223.0,B8,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4700,250,A
IZY0398,Banerjee,Hazel,(905) 251-1110,hazelbanerjee4@example.com,2223.0,A3,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4200,250,A
CRF6565,Gaba,Zara,(540) 619-3977,zaragaba2@example.com,2223.0,A24,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4600,250,A
TWF6876,Walla,Shlok,(599) 445-9019,shlokwalla1@example.com,2223.0,D34,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4600,250,A
QOO7534,Herman,Blake,(281) 336-4015,blakeherman2@example.com,2223.0,A22,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2600,250,A
NAF5106,Krish,Ishaan,(799) 858-4530,ishaankrish2@example.com,2223.0,A23,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4600,250,A
UFM3491,Green,Briana,(316) 962-7327,brianagreen1@example.com,2223.0,A16,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,1900,250,A
MIH2757,Bala,Veer,(579) 883-3993,veerbala8@example.com,2223.0,C29,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4900,250,A
IAO7227,Sagar,Raghav,(360) 876-9041,raghavsagar2@example.com,2223.0,D60,INV-ZZ-2946425,ZZ20240513AMDHYD2223.0,Boeing 777,2024-05-13 10:52:00,2024-05-13 19:30:00,AMD,HYD,2900,250,A
YLF7495,Nicholson,Charles,(197) 705-4810,charlesnicholson2@example.com,2223.0,D36,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4600,250,A
CRN5511,Varghese,Dishani,(495) 792-4598,dishanivarghese2@example.com,2223.0,C28,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,4900,250,A
