CUSTOMER_ID,LAST_NAME,FIRST_NAME,CONTACT_PH_NUM,CONTACT_EMAIL,FlightNumber,Seat,InventoryId,Dep_Key,AircraftType,DepartureDateTime,ArrivalDateTime,DepartureAirport,ArrivalAirport,Passenger_Rating,Flight_Rating
NJO5727,Kidd,James,(216) 820-6210,jameskidd3@example.com,2223.0,D41,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4600,250
ZDT0298,Lowery,Holly,(956) 371-3551,hollylowery7@example.com,2223.0,D52,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4800,250
AEY9203,Snyder,Mark,(937) 937-9938,marksnyder2@example.com,2223.0,C3,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4400,250
NEK3266,Holland,Jeffrey,(155) 613-6434,jeffreyholland2@example.com,2223.0,A33,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4700,250
ETQ1844,Dewan,Farhan,(810) 990-4728,farhandewan1@example.com,2223.0,D19,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4400,250
OAD6606,Webster,Jennifer,(465) 616-5296,jenniferwebster4@example.com,2223.0,A30,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4700,250
YJW4679,Schaefer,William,(772) 772-9294,williamschaefer2@example.com,2223.0,A25,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4500,250
UFM3491,Green,Briana,(316) 962-7327,brianagreen1@example.com,2223.0,A12,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,1900,250
PEA5364,Blevins,Isaac,(615) 136-7322,isaacblevins5@example.com,2223.0,C27,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4700,250
QJA8730,Price,Aaron,(479) 225-3483,aaronprice2@example.com,2223.0,C39,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,3200,250
VVB1880,Richardson,Jerry,(523) 895-4515,jerryrichardson4@example.com,2223.0,D29,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4500,250
OKK2873,Owens,Julia,(525) 494-6153,juliaowens1@example.com,2223.0,A3,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,3600,250
KRJ2949,Hari,Stuvan,(674) 929-4333,stuvanhari2@example.com,2223.0,D2,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,3300,250
OCH7762,Solanki,Pihu,(189) 294-3265,pihusolanki5@example.com,2223.0,C45,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,5000,250
RMR9846,Chawla,Hansh,(882) 225-5532,hanshchawla2@example.com,2223.0,A6,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,3300,250
LRQ7595,Deo,Nehmat,(675) 544-9303,nehmatdeo1@example.com,2223.0,C44,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4900,250
EKW3843,Rajan,Kabir,(858) 319-6180,kabirrajan3@example.com,2223.0,A17,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4300,250
SUH0920,Reed,Alison,(432) 321-1614,alisonreed1@example.com,2223.0,A14,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,2000,250
VBR8006,Johnson,Jacob,(883) 669-9258,jacobjohnson3@example.com,2223.0,D46,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4700,250
RQC3060,Comar,Mishti,(830) 128-4687,mishticomar1@example.com,2223.0,A27,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,3000,250
YDU8921,Owen,Robert,(285) 996-3699,robertowen1@example.com,2223.0,C5,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,3700,250
PNV3676,Bains,Piya,(534) 501-1326,piyabains1@example.com,2223.0,C43,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4900,250
WQJ4153,Cisneros,Julie,(715) 287-6157,juliecisneros1@example.com,2223.0,D12,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4200,250
ZIM3075,Richardson,Roy,(432) 524-7580,royrichardson3@example.com,2223.0,D4,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,3800,250
KQD1435,Sur,Urvi,(388) 814-8211,urvisur1@example.com,2223.0,D17,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4300,250
VIG8837,Macdonald,Michael,(802) 155-1594,michaelmacdonald1@example.com,2223.0,C23,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4600,250
QDL8356,Barad,Samaira,(937) 152-9905,samairabarad1@example.com,2223.0,D7,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4100,250
AHC7182,Greene,Jonathan,(998) 937-2155,jonathangreene1@example.com,2223.0,C10,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4300,250
EBS7471,Knight,Melissa,(285) 294-9301,melissaknight5@example.com,2223.0,D58,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,3100,250
AJA7615,Rogers,Stacy,(295) 558-1087,stacyrogers6@example.com,2223.0,C32,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,3100,250
CSD7677,Rastogi,Madhup,(542) 115-1567,madhuprastogi2@example.com,2223.0,A19,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4600,250
MBH9315,Korpal,Darshit,(368) 666-4027,darshitkorpal8@example.com,2223.0,C19,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4500,250
OHB7037,Nichols,Robert,(554) 305-8151,robertnichols2@example.com,2223.0,C8,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4300,250
PSW7891,Sani,Anika,(523) 165-2416,anikasani1@example.com,2223.0,D32,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4500,250
GYQ5822,Mosley,Amber,(196) 359-6184,ambermosley3@example.com,2223.0,C49,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,5100,250
MGG1782,Zamora,Beverly,(657) 265-9816,beverlyzamora7@example.com,2223.0,D56,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4800,250
ZAS5722,Rau,Priyansh,(371) 936-3073,priyanshrau1@example.com,2223.0,D1,INV-ZZ-2774494,ZZ20240505AMDHYD2223.0,Boeing 777,2024-05-05 10:52:00,2024-05-05 19:30:00,AMD,HYD,1500,250
ISK8782,French,Megan,(791) 487-6653,meganfrench2@example.com,2223.0,D13,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4200,250
YIS0276,Smith,James,(441) 814-2482,jamessmith4@example.com,2223.0,C29,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,3000,250
YZJ7395,Ganguly,Lagan,(806) 374-1332,laganganguly7@example.com,2223.0,C53,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,5300,250
BPD0164,Bose,Hiran,(323) 390-9132,hiranbose3@example.com,2223.0,D55,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4800,250
CNV3067,Wilson,Teresa,(317) 545-2058,teresawilson5@example.com,2223.0,C28,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,3000,250
RVL5316,Srivastava,Prerak,(274) 241-3286,preraksrivastava2@example.com,2223.0,C1,INV-ZZ-2774494,ZZ20240505AMDHYD2223.0,Boeing 777,2024-05-05 10:52:00,2024-05-05 19:30:00,AMD,HYD,2500,250
NFM0236,Jones,Frank,(601) 963-8684,frankjones1@example.com,2223.0,D41,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,2800,250
HRK5602,Lee,Vincent,(541) 220-2552,vincentlee5@example.com,2223.0,C36,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4800,250
GAQ6630,Kuruvilla,Hazel,(598) 375-4515,hazelkuruvilla7@example.com,2223.0,C30,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4700,250
AMM2826,Randall,Mark,(419) 215-6916,markrandall1@example.com,2223.0,A13,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,2000,250
YKI4392,Sinha,Hrishita,(721) 662-2513,hrishitasinha2@example.com,2223.0,D48,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4700,250
BFV9125,White,Madison,(962) 212-1368,madisonwhite8@example.com,2223.0,C2,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,3400,250
SSP5858,Tara,Dhanuk,(545) 580-3932,dhanuktara1@example.com,2223.0,C50,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,5100,250
DHN8411,Gulati,Shlok,(585) 398-4900,shlokgulati1@example.com,2223.0,D57,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4800,250
IRO3749,Garcia,William,(109) 954-9935,williamgarcia1@example.com,2223.0,B9,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4800,250
MSU6210,Zuniga,Jesse,(987) 467-2624,jessezuniga4@example.com,2223.0,C27,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,3100,250
IQE0134,Raju,Mehul,(637) 566-1062,mehulraju1@example.com,2223.0,A20,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,2700,250
MOX0194,Divan,Mamooty,(876) 988-5099,mamootydivan2@example.com,2223.0,D29,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,2500,250
DOO4677,Sims,Alicia,(805) 579-6808,aliciasims6@example.com,2223.0,C52,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,5200,250
GCN4106,Tanner,Lindsey,(432) 163-5631,lindseytanner8@example.com,2223.0,C31,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4700,250
TBG4346,Mahal,Hrishita,(644) 970-9185,hrishitamahal2@example.com,2223.0,C13,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4400,250
NER3460,Washington,Ashley,(270) 329-5610,ashleywashington4@example.com,2223.0,D37,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4600,250
BIC6184,Alexander,Diana,(533) 259-4629,dianaalexander1@example.com,2223.0,A8,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,3800,250
DRD3155,Poole,Eric,(238) 322-3692,ericpoole2@example.com,2223.0,C25,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,2800,250
IER5424,Boyd,Christopher,(675) 714-6636,christopherboyd3@example.com,2223.0,B8,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4500,250
QZB5053,Andrews,Michael,(673) 167-8518,michaelandrews1@example.com,2223.0,D64,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,5000,250
UIW6890,Rodgers,Ethan,(947) 954-7950,ethanrodgers3@example.com,2223.0,D43,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,2800,250
TNE3193,Hernandez,Michael,(359) 992-2667,michaelhernandez3@example.com,2223.0,A9,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4100,250
ULD5620,Deshpande,Advik,(413) 301-7385,advikdeshpande1@example.com,2223.0,A1,INV-ZZ-2774494,ZZ20240505AMDHYD2223.0,Boeing 777,2024-05-05 10:52:00,2024-05-05 19:30:00,AMD,HYD,1700,250
TMT2099,Richards,Manuel,(967) 962-4299,manuelrichards9@example.com,2223.0,C37,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,3200,250
QEY5980,Haley,Tonya,(867) 742-4576,tonyahaley7@example.com,2223.0,C32,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4700,250
QTB3511,Majumdar,Ojas,(884) 695-4032,ojasmajumdar7@example.com,2223.0,D14,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4300,250
CPO9795,Jackson,Clarence,(362) 757-9202,clarencejackson1@example.com,2223.0,D9,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4100,250
ZGQ2129,Wadhwa,Piya,(213) 501-2267,piyawadhwa3@example.com,2223.0,D44,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,2800,250
FVU8674,Jenkins,Anthony,(880) 414-3600,anthonyjenkins3@example.com,2223.0,D31,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,2500,250
TTT6913,Meyer,Sharon,(390) 855-8591,sharonmeyer3@example.com,2223.0,A28,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,2900,250
KIX6381,Lawson,Peter,(238) 338-9104,peterlawson8@example.com,2223.0,D28,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4500,250
AJB6107,Moore,Jason,(356) 622-6585,jasonmoore4@example.com,2223.0,D53,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,4800,250
LJL3543,Zacharia,Shamik,(827) 849-9480,shamikzacharia9@example.com,2223.0,C1,INV-ZZ-4268320,ZZ20240515AMDHYD2223.0,Boeing 777,2024-05-15 10:52:00,2024-05-15 19:30:00,AMD,HYD,3400,250
TTV8781,Anderson,Timothy,(935) 789-9443,timothyanderson1@example.com,2223.0,A24,INV-ZZ-4457881,ZZ20240514AMDHYD2223.0,Boeing 777,2024-05-14 10:52:00,2024-05-14 19:30:00,AMD,HYD,2800,250
